SK_ID_CURR,AGE,NAME_EDUCATION_TYPE,OCCUPATION_TYPE,DAYS_EMPLOYED,AMT_INCOME_TOTAL,NAME_CONTRACT_TYPE,AMT_CREDIT,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,TARGET
101226,31,Higher education,Managers,257,180000,Cash loans,729000,0.5197841512341167,0.6249507703121889,0.2910973802776635,0
101233,33,Higher education,Core staff,1957,135000,Cash loans,225000,0.7713044676900235,0.6132094195822938,0.7209441499436497,0
101254,30,Lower secondary,Security staff,1162,166500,Cash loans,315000,0.2481046831428179,0.1724881440739078,0.4241303111942548,0
101277,44,Secondary / secondary special,High skill tech staff,284,225000,Cash loans,729792,0.5013861995024061,0.0782810981379516,0.1852020815902493,1
101314,28,Secondary / secondary special,Sales staff,1855,112500,Cash loans,268659,0.2135530662432347,0.5767310438047093,0.6706517530862718,0
101336,23,Incomplete higher,High skill tech staff,1147,157500,Cash loans,675000,0.2570990369851913,0.4596077358622203,0.3217352821966848,0
101372,37,Higher education,High skill tech staff,6589,225000,Cash loans,127350,0.7015658649637986,0.7335216416596809,0.6397075677637197,0
101402,32,Secondary / secondary special,Laborers,1619,90000,Cash loans,225000,0.2907370570467635,0.6739053361482817,0.6658549219640212,0
101424,41,Higher education,Unknown,6229,360000,Revolving loans,855000,0.5462752373960701,0.6821778499962953,0.3312508645909018,0
101437,40,Higher education,Accountants,2341,315000,Cash loans,1575000,0.6558178855582487,0.7533106081237968,0.4135967602644276,0
101457,51,Secondary / secondary special,Drivers,1120,180000,Cash loans,156384,0.2427680506257214,0.4333011203239471,0.5424451438613613,0
101464,48,Higher education,High skill tech staff,1223,315000,Cash loans,323388,0.7847176007456663,0.5405969548573352,0.5370699579791587,0
101471,50,Higher education,Core staff,570,180000,Cash loans,675000,0.7910605671901674,0.6758294163726332,0.2793353208976285,0
101485,31,Secondary / secondary special,Sales staff,2388,180000,Cash loans,557770,0.3719247462489171,0.6083019440819857,0.5656079814115492,0
101526,33,Secondary / secondary special,Laborers,248,96453,Cash loans,152820,0.3699054784037737,0.4428988831410294,0.3876253444214701,0
101541,39,Higher education,Accountants,1932,202500,Cash loans,1170000,0.8681724447431617,0.7737944611812696,0.445396241560834,1
101560,45,Secondary / secondary special,Laborers,378,135000,Cash loans,343800,0.5976867487431647,0.4788576120005781,0.1500851762342935,0
101569,60,Higher education,Accountants,225,270000,Cash loans,472500,0.7856762456156082,0.6963207910164454,0.6879328378491735,0
101599,27,Higher education,Sales staff,388,211500,Cash loans,1078200,0.4020147611400843,0.162144567666238,0.2650494299443805,0
101653,31,Higher education,Unknown,668,450000,Cash loans,1078200,0.6371177340226916,0.6645195665002926,0.4382813743111921,0
101671,22,Secondary / secondary special,Laborers,787,112500,Cash loans,237204,0.4814947089216011,0.634814956217392,0.6722428897082422,0
101703,37,Higher education,Private service staff,240,202500,Cash loans,942300,0.6007012584705097,0.6163632772536635,0.3344541255096772,0
101730,38,Secondary / secondary special,Private service staff,2067,90000,Cash loans,450000,0.4019531374329863,0.4078773502349615,0.1229554179088549,1
101774,41,Secondary / secondary special,Unknown,1719,135000,Revolving loans,315000,0.5822967544170744,0.3912536414285384,0.2340151665320674,0
101806,34,Higher education,Sales staff,2524,112500,Cash loans,302076,0.5377660723744162,0.5822515314209592,0.6279908192952864,0
101823,37,Secondary / secondary special,High skill tech staff,5817,112500,Cash loans,472500,0.3454133388670032,0.6132146062019619,0.7180328113294772,0
101837,50,Secondary / secondary special,Drivers,923,450000,Cash loans,1965226,0.3713983537817916,0.7340214481288142,0.6817058776720116,0
101939,52,Higher education,Unknown,7691,270000,Cash loans,810000,0.7077633456207362,0.758310951058331,0.622922000268356,0
101968,39,Secondary / secondary special,Security staff,1564,247500,Cash loans,1237500,0.5723272739920167,0.7375117808906967,0.7238369900414456,0
102035,31,Secondary / secondary special,High skill tech staff,774,67500,Cash loans,792162,0.2011133630644409,0.4794633831964077,0.3606125659189888,0
102074,37,Secondary / secondary special,Laborers,1175,225000,Cash loans,545040,0.2880594254005236,0.5073871219285663,0.2750003523983893,0
102107,42,Secondary / secondary special,Private service staff,1013,225000,Cash loans,781920,0.6439987189281439,0.7027827317236908,0.5919766183185521,0
102148,44,Secondary / secondary special,Laborers,1887,99000,Cash loans,213948,0.2451107739560525,0.3995549271599128,0.5762088360175724,1
102179,36,Secondary / secondary special,Laborers,1873,112500,Revolving loans,135000,0.6647558449752309,0.4789885843493712,0.813917469762627,0
102202,34,Higher education,Core staff,990,360000,Cash loans,900000,0.5656657413083146,0.6038486021938008,0.0604436913265675,0
102233,45,Higher education,Accountants,1781,315000,Cash loans,1350000,0.6052023514114446,0.5972757875996536,0.4543210601605785,0
102243,30,Secondary / secondary special,Unknown,4009,90000,Cash loans,916470,0.4015048652125513,0.0425485169166585,0.1176137317080569,0
102254,52,Secondary / secondary special,Laborers,1667,180000,Cash loans,881055,0.8056471384721332,0.1915258625230554,0.3791004853998145,1
102257,50,Secondary / secondary special,Accountants,1754,112500,Cash loans,524866,0.5782298913369913,0.6068890219281505,0.6528965519806539,0
102280,31,Secondary / secondary special,Unknown,2291,135000,Cash loans,1125000,0.6277521494814695,0.6426461610225346,0.5673792367572691,0
102306,55,Secondary / secondary special,Drivers,10235,157500,Cash loans,904500,0.8993055149603186,0.7205388926579414,0.7047064232963289,0
102313,35,Secondary / secondary special,Medicine staff,1368,171000,Revolving loans,270000,0.2936437897248417,0.3397676945145044,0.8658959152750668,0
102339,40,Higher education,Core staff,5754,135000,Revolving loans,202500,0.5672461107877168,0.6978952895101445,0.7309873696832169,0
102371,42,Secondary / secondary special,Security staff,1997,189000,Cash loans,1256400,0.2936382893569713,0.6459687745949915,0.5352762504724826,0
102402,45,Secondary / secondary special,Unknown,223,135000,Cash loans,835605,0.4883875799269889,0.1877821123078156,0.6413682574954046,0
102423,36,Secondary / secondary special,High skill tech staff,2855,144000,Cash loans,755190,0.5473704861030477,0.4916492436515189,0.6785676886853644,0
102438,27,Higher education,Managers,343,157500,Revolving loans,450000,0.4732160341896986,0.6444119348168831,0.3296550543128238,0
102491,27,Secondary / secondary special,Unknown,386,180000,Cash loans,52128,0.3294552084651713,0.062061847658485,0.1253078784282391,1
102502,52,Secondary / secondary special,Unknown,2346,292500,Cash loans,1061658,0.6132095997880681,0.7319156735047923,0.501075160239048,0
102512,36,Secondary / secondary special,Laborers,1108,112500,Revolving loans,135000,0.1716185202736639,0.5784010002069471,0.7309873696832169,0
102523,41,Secondary / secondary special,Sales staff,439,202500,Cash loans,665892,0.497101282280726,0.288242993458241,0.7352209993926424,0
102548,44,Secondary / secondary special,Managers,5830,202500,Cash loans,945000,0.5126163338457335,0.7175348435637643,0.6413682574954046,0
102560,37,Higher education,Core staff,2253,135000,Revolving loans,270000,0.6879885070367439,0.6295981391854537,0.5442347412142162,0
102608,39,Secondary / secondary special,Laborers,3981,157500,Cash loans,247500,0.2629188500162027,0.3420278293317465,0.0005272652387098,1
102627,29,Secondary / secondary special,Laborers,424,351000,Cash loans,2085120,0.396845106274529,0.4969076600566428,0.4507472818545589,0
102641,50,Secondary / secondary special,Laborers,303,405000,Cash loans,1971072,0.8197235970091327,0.7129877833170142,0.4418358231994413,0
102654,57,Higher education,Managers,728,180000,Cash loans,1823242,0.6632985005519243,0.6505560371285957,0.7898803468924867,0
102661,36,Higher education,Accountants,4219,225000,Cash loans,1890000,0.7700797289853172,0.7243580206131195,0.5136937663039473,0
102743,23,Secondary / secondary special,Core staff,343,103500,Cash loans,152820,0.2391916907861062,0.3682762644498853,0.1342654235549427,0
102757,32,Secondary / secondary special,Sales staff,1037,67500,Cash loans,900000,0.238012972928767,0.2434878276323948,0.4776491548517548,0
102785,37,Secondary / secondary special,Laborers,1748,202500,Cash loans,808650,0.6581008322159784,0.6654695260765288,0.1325974952361461,0
102801,44,Higher education,Managers,2104,450000,Cash loans,669600,0.7191202961144277,0.6917655604256792,0.475849908720221,0
102824,30,Secondary / secondary special,Sales staff,1707,67500,Cash loans,177903,0.4877051180523551,0.5922583147949226,0.5919766183185521,0
102906,42,Secondary / secondary special,Laborers,7210,180000,Cash loans,791532,0.310517381943056,0.5066547024917937,0.3490552510751822,0
102939,30,Secondary / secondary special,Laborers,928,157500,Cash loans,225000,0.3809086240246453,0.0293904909903192,0.2103502286944494,0
102941,24,Secondary / secondary special,Unknown,522,90000,Cash loans,364500,0.5480755841986943,0.5091087237393712,0.5531646987710016,1
102948,36,Higher education,Accountants,5728,202500,Cash loans,945000,0.6365003158728018,0.6692994731753443,0.3490552510751822,0
102972,41,Higher education,Cooking staff,1012,180000,Cash loans,454500,0.5778245519376521,0.5285517190004037,0.5334816299804352,0
103009,33,Incomplete higher,Core staff,1890,90000,Cash loans,269550,0.4755611706121651,0.5761490796355392,0.2636468134452008,0
103024,57,Secondary / secondary special,High skill tech staff,7330,225000,Cash loans,1512796,0.6949956895798319,0.5372878237917023,0.5370699579791587,0
103141,65,Secondary / secondary special,Sales staff,4854,180000,Cash loans,1288350,0.8397379251801561,0.5654779057929841,0.746300213050371,0
103153,49,Higher education,Unknown,5072,157500,Cash loans,1096020,0.7619750860817601,0.6433238364635772,0.6769925032909132,0
103159,46,Higher education,Accountants,6050,103500,Cash loans,1467612,0.7092530117879833,0.5102290177776901,0.2250868621163805,1
103214,50,Secondary / secondary special,Unknown,386,67500,Cash loans,58500,0.3644380214987789,0.6908649247091173,0.0392377150720961,1
103249,26,Incomplete higher,Cooking staff,1049,189000,Cash loans,1206000,0.2767553175276703,0.6688152820991569,0.2793353208976285,0
103268,43,Secondary / secondary special,Sales staff,2339,202500,Cash loans,675000,0.7496318766891596,0.7091375392607201,0.3842068130556564,0
103277,60,Higher education,Realty agents,2049,180000,Cash loans,90000,0.8239069808414433,0.6173194237554739,0.7751552674785404,0
103308,32,Secondary / secondary special,Private service staff,758,135000,Cash loans,592560,0.1839995213710196,0.6527748896242928,0.228883416700673,0
103318,36,Higher education,Managers,2721,540000,Cash loans,2156400,0.5196429389051058,0.7053388107400647,0.2314393514998941,0
103346,32,Secondary / secondary special,Drivers,410,90000,Cash loans,213948,0.1900444062047331,0.5888954859614988,0.6380435278721609,1
103402,40,Secondary / secondary special,Laborers,5360,112500,Revolving loans,315000,0.2383851055201633,0.5152115582637992,0.6144143775673561,0
103424,32,Higher education,Unknown,791,270000,Revolving loans,540000,0.2853893201723162,0.7689935757105699,0.2314393514998941,0
103435,26,Secondary / secondary special,Sales staff,920,67500,Cash loans,284400,0.2825710365959253,0.7085734121048038,0.3774042489507649,0
103438,51,Secondary / secondary special,Medicine staff,2309,135000,Cash loans,1078200,0.6146950212355947,0.4083633210765421,0.3996756156233169,1
103486,32,Secondary / secondary special,Sales staff,1198,166500,Cash loans,900000,0.3214487428027519,0.4635369337684549,0.4382813743111921,1
103491,36,Secondary / secondary special,Cleaning staff,389,202500,Cash loans,675000,0.3706804753784232,0.5912017366462987,0.7324033228040929,0
103499,26,Higher education,Core staff,761,225000,Cash loans,422235,0.1908757866403019,0.5596123047845445,0.7001838506835805,0
103509,55,Secondary / secondary special,Security staff,1753,135000,Cash loans,398160,0.4600056800629053,0.4243993830400904,0.5513812618027899,0
103524,40,Secondary / secondary special,Laborers,5322,112500,Cash loans,220500,0.2085401983892812,0.6271572390013204,0.5620604831738043,0
103537,53,Secondary / secondary special,Managers,6740,180000,Cash loans,1223010,0.8353153000874675,0.7601497415765964,0.838724852442103,0
103583,30,Higher education,Laborers,203,270000,Cash loans,718605,0.2421997594124466,0.2544113697434508,0.4083588531230431,0
103603,26,Incomplete higher,HR staff,2285,112500,Cash loans,276277,0.1902540338268786,0.7499550297490458,0.2985949897873972,0
103642,35,Secondary / secondary special,Drivers,384,247500,Cash loans,1288782,0.2757179232722394,0.6344245199759065,0.5620604831738043,0
103674,43,Higher education,Laborers,2092,112500,Cash loans,533668,0.4553346059927114,0.7345249206006668,0.6940926425266661,0
103686,28,Higher education,Accountants,812,135000,Cash loans,270126,0.4200950077035828,0.7172067534232621,0.3706496323299817,0
103694,37,Secondary / secondary special,Accountants,1328,247500,Cash loans,1096020,0.8215879136732109,0.3931041388969903,0.2431864804420123,0
103715,26,Secondary / secondary special,Laborers,1965,135000,Cash loans,450000,0.1843594640439868,0.4168003461271057,0.4866531565147181,0
103758,39,Secondary / secondary special,Laborers,452,112500,Cash loans,508495,0.3744680664251326,0.6834660397153999,0.3360615207658242,0
103767,25,Higher education,Unknown,953,468000,Cash loans,2356920,0.5937163403024269,0.7485746779943652,0.2636468134452008,0
103800,40,Higher education,Managers,2955,270000,Cash loans,1595115,0.5608470725755806,0.6185275196354857,0.5726825047161584,0
103819,55,Higher education,Core staff,3007,180000,Cash loans,781920,0.8498518418866886,0.6353876130844349,0.5954562029091491,0
103831,39,Secondary / secondary special,Sales staff,3367,90000,Cash loans,260568,0.5109090453037575,0.5498198491751612,0.7503751495159068,0
103897,28,Secondary / secondary special,Drivers,1602,157500,Cash loans,254700,0.1807530984799463,0.4156579573916959,0.8435435389318647,0
103911,41,Higher education,Laborers,2058,405000,Cash loans,1467612,0.5738800468814024,0.6891951579886505,0.4740512892789932,0
103922,30,Secondary / secondary special,Unknown,2339,81000,Cash loans,679500,0.3264471705270505,0.5954755759604373,0.746300213050371,0
103946,60,Secondary / secondary special,Laborers,6556,166500,Cash loans,888840,0.7766484789043783,0.6406449588019137,0.7394117535524816,0
103965,34,Secondary / secondary special,Laborers,1090,225000,Cash loans,900000,0.2908154431230368,0.370119840617816,0.501075160239048,0
104015,44,Secondary / secondary special,Managers,1032,180000,Cash loans,248760,0.697914613649711,0.7561925625313923,0.5334816299804352,0
104080,38,Secondary / secondary special,Drivers,2497,90000,Cash loans,450000,0.6190779343720775,0.2851261410721305,0.1997705696341145,0
104106,26,Higher education,Sales staff,315,117000,Cash loans,545040,0.0900942635416891,0.0470653338419223,0.0441303158529594,1
104114,41,Secondary / secondary special,Sales staff,1983,90000,Cash loans,206280,0.5680596431797734,0.616673477820051,0.3108182544189319,0
104152,27,Secondary / secondary special,Medicine staff,2661,270000,Revolving loans,180000,0.2494047188988509,0.5351560508651579,0.470456116119975,0
104163,25,Secondary / secondary special,Core staff,732,157500,Cash loans,167895,0.1956120748836948,0.2606875150741961,0.1974745115685422,0
104199,24,Secondary / secondary special,Drivers,612,103500,Cash loans,203760,0.2422224736732144,0.4848359001401376,0.4276573700350293,0
104205,44,Higher education,Medicine staff,2112,135000,Cash loans,497520,0.555984171467006,0.7292384228814365,0.8633633824101478,0
104237,32,Secondary / secondary special,Laborers,756,225000,Cash loans,640080,0.5076108412088037,0.7055569174832024,0.2567055724393002,0
104265,25,Secondary / secondary special,Laborers,1521,135000,Cash loans,168102,0.2333555422341189,0.3474069821233893,0.4938628816996244,0
104335,40,Higher education,Managers,6283,160200,Cash loans,1724220,0.6048115557013582,0.5126277265141532,0.7688075728291359,0
104348,52,Secondary / secondary special,Sales staff,2031,270000,Cash loans,929623,0.6868964077648209,0.5065289857483755,0.7850520263728172,0
104370,36,Higher education,Core staff,2063,135000,Cash loans,367569,0.5724700679611671,0.6528442774143864,0.3893387918468769,0
104379,28,Secondary / secondary special,Laborers,611,81000,Cash loans,276277,0.2582877296942402,0.0160527810944624,0.3979463219016906,0
104407,47,Secondary / secondary special,Unknown,2294,112500,Cash loans,136512,0.4975565041047593,0.2626943869006749,0.807273923277881,1
104440,33,Higher education,Accountants,3499,135000,Cash loans,835380,0.5030479934788789,0.3138138522312069,0.6940926425266661,0
104456,46,Higher education,Accountants,4007,94500,Cash loans,497520,0.7874200166690719,0.7456868795194358,0.6738300778602003,0
104495,59,Higher education,Core staff,1385,135000,Cash loans,459000,0.7737803838362558,0.7101018279431496,0.6296742509538716,0
104554,41,Secondary / secondary special,Laborers,2822,90000,Cash loans,104256,0.4071998931210192,0.4028435620232193,0.5262949398096192,0
104569,46,Secondary / secondary special,Laborers,9777,135000,Cash loans,1206000,0.5624509912400735,0.6192547685676049,0.7366226976503176,0
104628,54,Secondary / secondary special,Unknown,922,58500,Cash loans,550980,0.571730005265475,0.3033449414042661,0.4794489811780563,0
104752,43,Secondary / secondary special,Drivers,1078,180000,Cash loans,312768,0.2676706197035713,0.6657031570419407,0.7121551551910698,0
104763,51,Secondary / secondary special,Managers,2696,117000,Revolving loans,247500,0.7891989990276007,0.6456536504439443,0.4489622731076524,0
104781,40,Secondary / secondary special,Cooking staff,2497,121500,Cash loans,592560,0.6609174963882282,0.6371538369647394,0.7407990879702335,0
104788,37,Higher education,Unknown,2538,337500,Cash loans,746280,0.7207421974027143,0.7176677873108329,0.4722533429586386,0
104809,37,Secondary / secondary special,Unknown,3960,135000,Cash loans,560664,0.5425766226903792,0.6197856835811922,0.4543210601605785,0
104824,28,Lower secondary,Security staff,324,90000,Cash loans,276277,0.2559088776724201,0.1110285796064787,0.4812493411434029,1
104826,41,Incomplete higher,Core staff,3166,263700,Cash loans,450000,0.5310161482038662,0.2965630857350196,0.5028782772082183,0
104837,40,Secondary / secondary special,Unknown,1586,180000,Cash loans,1006920,0.2905493457596995,0.7143774586334272,0.4507472818545589,0
104848,33,Higher education,Managers,2829,426019,Cash loans,2447937,0.7148838111042071,0.7556317303651717,0.3506958432829587,0
104862,36,Secondary / secondary special,Core staff,1039,202500,Cash loans,237024,0.2803756797133974,0.5874070385666036,0.4614823912998385,0
104863,38,Higher education,High skill tech staff,3411,265500,Cash loans,521280,0.1253950169807987,0.5573422275262607,0.6738300778602003,1
104882,42,Secondary / secondary special,High skill tech staff,3425,202500,Cash loans,364896,0.5046809942385909,0.6759156454835994,0.7610263695502636,0
104912,38,Secondary / secondary special,Sales staff,996,360000,Cash loans,1800000,0.7869609659231281,0.7061426129286877,0.3572932680336494,0
104918,42,Secondary / secondary special,Core staff,1479,58500,Cash loans,338832,0.3570386578404267,0.0719772292016937,0.5691487713619409,1
104933,34,Secondary / secondary special,High skill tech staff,714,315000,Cash loans,450000,0.4643473823551143,0.6999154480330425,0.3962195720630885,0
104945,22,Incomplete higher,Sales staff,471,157500,Revolving loans,180000,0.4248052389101135,0.6416009220440103,0.2881295999178507,0
104953,32,Secondary / secondary special,Sales staff,1567,225000,Revolving loans,270000,0.3884491662406335,0.6174072404545196,0.4794489811780563,0
104975,34,Secondary / secondary special,Laborers,3015,90000,Revolving loans,180000,0.196647564645308,0.6125089906132202,0.7992967832109371,0
104993,50,Secondary / secondary special,Accountants,551,189000,Cash loans,1467612,0.6429259350299167,0.5507939284788305,0.6642482627052363,0
105000,26,Higher education,Core staff,2221,225000,Cash loans,539100,0.2251407299197465,0.6535278949425952,0.6263042766749393,0
105008,46,Secondary / secondary special,Sales staff,2820,157500,Cash loans,521280,0.5482507340348138,0.6887359252995087,0.5298898341969072,0
105052,48,Secondary / secondary special,Managers,3747,135000,Cash loans,1288350,0.780422057565783,0.4070748368949886,0.6144143775673561,0
105114,32,Secondary / secondary special,Unknown,3297,117000,Cash loans,604152,0.1345044697706137,0.4638849720442936,0.0811859431667211,0
105129,36,Secondary / secondary special,Sales staff,1170,162000,Cash loans,454500,0.3285146552634713,0.6785875740809459,0.7032033049040319,0
105132,33,Secondary / secondary special,Laborers,3344,94500,Cash loans,534141,0.4390626902683239,0.2318881971357951,0.5298898341969072,1
105183,30,Higher education,Laborers,2923,180000,Cash loans,147888,0.1975021889442541,0.5902924046956342,0.1963339662134567,0
105206,40,Secondary / secondary special,Medicine staff,964,180000,Cash loans,1065681,0.6431308687643906,0.4324046144185391,0.4686596550493113,0
105221,50,Higher education,Managers,2481,607500,Cash loans,1350639,0.796930394736254,0.4086327952236386,0.3425288720742255,0
105241,33,Higher education,Unknown,2055,157500,Cash loans,675000,0.6244246596899546,0.700727767372961,0.7281412993111438,0
105256,46,Higher education,Core staff,2605,315000,Cash loans,651595,0.4944098514600257,0.5486775258203577,0.4258928980051529,0
105268,39,Secondary / secondary special,Unknown,7220,337500,Cash loans,495000,0.4601506021943669,0.7251998906150603,0.3523399726917038,0
105274,42,Higher education,Managers,3375,360000,Cash loans,1108269,0.5293537726883951,0.5994672367889021,0.5867400085415683,0
105294,36,Secondary / secondary special,Sales staff,2736,157500,Cash loans,808650,0.4724492672310277,0.6688249694278774,0.6940926425266661,0
105303,34,Higher education,High skill tech staff,4071,193500,Revolving loans,585000,0.5029529721514275,0.5015708774012247,0.4276573700350293,0
105337,43,Secondary / secondary special,Core staff,4387,202500,Cash loans,675000,0.8380426736569874,0.3921081340724624,0.7862666146611379,0
105371,31,Higher education,Core staff,1330,117000,Cash loans,894766,0.5722082698109338,0.661436483536042,0.501075160239048,0
105383,41,Secondary / secondary special,High skill tech staff,1996,202500,Cash loans,454500,0.4281651366370325,0.6745729545773778,0.11911906455945,1
105413,40,Secondary / secondary special,Unknown,1780,180000,Cash loans,1042560,0.5641231596069985,0.6701266091185181,0.5620604831738043,0
105427,24,Secondary / secondary special,Unknown,118,81000,Cash loans,117000,0.3322556349641959,0.5351614907293769,0.4722533429586386,0
105437,51,Higher education,Accountants,5718,405000,Cash loans,1056681,0.6052319196746387,0.1911671970451034,0.5226973172821112,0
105469,54,Secondary / secondary special,Laborers,4096,315000,Cash loans,454500,0.6634820727731767,0.7205521024063387,0.6263042766749393,0
105503,36,Higher education,High skill tech staff,167,441000,Cash loans,1762110,0.6648760002646436,0.7635893538658192,0.5762088360175724,0
105538,42,Secondary / secondary special,Laborers,4720,144000,Revolving loans,450000,0.6848109344030056,0.6341810416708935,0.2910973802776635,0
